iter 	 t 	 dt 	 Density[kg/m3] 	 Pressure[Pascal] 	 Temperature[K] 	H2 	H 	O 	O2 	OH 	H2O 	HO2 	H2O2 	C 	CH 	CH2 	CH2(S) 	CH3 	CH4 	CO 	CO2 	HCO 	CH2O 	CH2OH 	CH3O 	CH3OH 	C2H 	C2H2 	C2H3 	C2H4 	C2H5 	C2H6 	HCCO 	CH2CO 	HCCOH 	N 	NH 	NH2 	NH3 	NNH 	NO 	NO2 	N2O 	HNO 	CN 	HCN 	H2CN 	HCNN 	HCNO 	HOCN 	HNCO 	NCO 	N2 	AR 	C3H7 	C3H8 	CH2CHO 	CH3CHO 	
631 	 1.1008271433e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5926070318e+03 	2.0595375389e-03 	1.1119810716e-05 	4.2577916436e-05 	1.3352267344e-01 	1.2592859987e-04 	5.7489190707e-02 	2.5380856606e-04 	1.1428141352e-05 	9.3394963500e-11 	1.1486620824e-08 	2.4774750539e-06 	2.5639603595e-07 	1.0356220658e-03 	1.6349001865e-02 	4.8061004532e-02 	6.2620222875e-03 	1.4760395551e-05 	2.0772710644e-03 	9.8720636148e-07 	1.0055037897e-05 	1.5950345094e-04 	2.0823392101e-08 	2.8608717758e-04 	9.4493795681e-06 	3.2357818512e-03 	4.2806168741e-05 	1.0469314910e-03 	9.9491490476e-06 	1.3746734583e-03 	7.7241720407e-07 	8.5976071039e-11 	2.4314514825e-11 	4.1772810700e-12 	1.1558915282e-11 	3.7028285732e-10 	4.7277199780e-09 	9.3784222074e-11 	3.4223047284e-08 	1.9965653094e-11 	2.9003451104e-13 	7.2713739037e-09 	1.2959374817e-11 	8.0493660856e-11 	3.5570760030e-11 	4.6988064884e-12 	9.0742758486e-11 	2.1395264473e-11 	7.1375875797e-01 	1.2644818957e-02 	2.3146306581e-07 	2.2255813460e-05 	4.5896822223e-06 	7.3589041029e-05 	
632 	 1.1008277536e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5949572017e+03 	2.0676837883e-03 	1.1382582428e-05 	4.3530752352e-05 	1.3317290928e-01 	1.2866434429e-04 	5.7715965095e-02 	2.5348588822e-04 	1.1249598461e-05 	1.0149403098e-10 	1.2170251930e-08 	2.5592956865e-06 	2.6480710484e-07 	1.0465599084e-03 	1.6218989268e-02 	4.8262023912e-02 	6.3118167910e-03 	1.5001803481e-05 	2.0622527719e-03 	1.0097373158e-06 	1.0081007266e-05 	1.5789341941e-04 	2.1816290997e-08 	2.9111268438e-04 	9.6919146921e-06 	3.2294398720e-03 	4.3052523138e-05 	1.0362971991e-03 	1.0262268936e-05 	1.3813561452e-03 	7.9097686615e-07 	9.1515919412e-11 	2.5338153043e-11 	4.3532422263e-12 	1.1918158984e-11 	3.7992481997e-10 	4.9337100249e-09 	9.5509567345e-11 	3.4488302914e-08 	2.0641778917e-11 	3.1464167450e-13 	7.6445212967e-09 	1.3820498775e-11 	8.4669684432e-11 	3.7546269273e-11 	4.9749494619e-12 	9.5739394570e-11 	2.2767126446e-11 	7.1375875749e-01 	1.2644818957e-02 	2.3328173138e-07 	2.1858166571e-05 	4.6489676771e-06 	7.4273464672e-05 	
633 	 1.1008283640e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5973565546e+03 	2.0759728946e-03 	1.1656939990e-05 	4.4524131555e-05 	1.3281568764e-01 	1.3151783526e-04 	5.7947358449e-02 	2.5314914598e-04 	1.1071141860e-05 	1.1046856066e-10 	1.2908252428e-08 	2.6452964738e-06 	2.7365252576e-07 	1.0577347508e-03 	1.6086612920e-02 	4.8467246829e-02 	6.3628816331e-03 	1.5251624268e-05 	2.0470229864e-03 	1.0332303553e-06 	1.0106520431e-05 	1.5625612240e-04 	2.2875033816e-08 	2.9629752939e-04 	9.9442549250e-06 	3.2226034228e-03 	4.3296968466e-05 	1.0253772940e-03 	1.0590266230e-05 	1.3880511933e-03 	8.1027720706e-07 	9.7524984792e-11 	2.6428640032e-11 	4.5406746407e-12 	1.2295764921e-11 	3.9001343365e-10 	5.1529062742e-09 	9.7297132660e-11 	3.4759151263e-08 	2.1355519032e-11 	3.4185689239e-13 	8.0440930629e-09 	1.4755327951e-11 	8.9141636481e-11 	3.9669560370e-11 	5.2728439873e-12 	1.0111072023e-10 	2.4254233792e-11 	7.1375875698e-01 	1.2644818957e-02 	2.3509024197e-07 	2.1453337380e-05 	4.7096958078e-06 	7.4966217200e-05 	
634 	 1.1008289743e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5998071330e+03 	2.0844095996e-03 	1.1943634958e-05 	4.5560648707e-05 	1.3245069611e-01 	1.3449667728e-04 	5.8183558064e-02 	2.5279764087e-04 	1.0892777681e-05 	1.2043248952e-10 	1.3706065402e-08 	2.7357680405e-06 	2.8296309042e-07 	1.0691532998e-03 	1.5951785824e-02 	4.8676847587e-02 	6.4152749523e-03 	1.5510323383e-05 	2.0315759251e-03 	1.0577462544e-06 	1.0131518451e-05 	1.5459077232e-04 	2.4005265151e-08 	3.0164893134e-04 	1.0206940810e-05 	3.2152437495e-03 	4.3539041872e-05 	1.0141613418e-03 	1.0934087816e-05 	1.3947534479e-03 	8.3036009783e-07 	1.0405288547e-10 	2.7591976427e-11 	4.7406051578e-12 	1.2693091636e-11 	4.0057867113e-10 	5.3864322100e-09 	9.9150282492e-11 	3.5035804246e-08 	2.2109869927e-11 	3.7201370749e-13 	8.4724932783e-09 	1.5771627772e-11 	9.3936259559e-11 	4.1954601683e-11 	5.5946561277e-12 	1.0689251856e-10 	2.5868651990e-11 	7.1375875645e-01 	1.2644818957e-02 	2.3688504605e-07 	2.1041233753e-05 	4.7719119846e-06 	7.5667137896e-05 	
635 	 1.1008295847e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.6023111064e+03 	2.0929988668e-03 	1.2243483609e-05 	4.6643122426e-05 	1.3207760278e-01 	1.3760913224e-04 	5.8424762652e-02 	2.5243062242e-04 	1.0714511901e-05 	1.3151717633e-10 	1.4569794014e-08 	2.8310266377e-06 	2.9277237549e-07 	1.0808223825e-03 	1.5814416112e-02 	4.8891011265e-02 	6.4690587362e-03 	1.5778401795e-05 	2.0159055198e-03 	1.0833508576e-06 	1.0155936538e-05 	1.5289654586e-04 	2.5213226897e-08 	3.0717452295e-04 	1.0480550208e-05 	3.2073300977e-03 	4.3778230749e-05 	1.0026384475e-03 	1.1294755902e-05 	1.4014571406e-03 	8.5127048613e-07 	1.1115556799e-10 	2.8834850661e-11 	4.9541778260e-12 	1.3111631179e-11 	4.1165315519e-10 	5.6355311796e-09 	1.0107262526e-10 	3.5318485786e-08 	2.2908140692e-11 	4.0549588484e-13 	8.9323948066e-09 	1.6878139819e-11 	9.9083247428e-11 	4.4416964861e-11 	5.9428144038e-12 	1.1312475020e-10 	2.7623969148e-11 	7.1375875588e-01 	1.2644818957e-02 	2.3866218781e-07 	2.0621768591e-05 	4.8356627111e-06 	7.6376022265e-05 	
636 	 1.1008301950e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.6048707813e+03 	2.1017458944e-03 	1.2557373925e-05 	4.7774619769e-05 	1.3169605458e-01 	1.4086419089e-04 	5.8671183271e-02 	2.5204728292e-04 	1.0536350299e-05 	1.4387447499e-10 	1.5506295886e-08 	2.9314168819e-06 	3.0311704948e-07 	1.0927489274e-03 	1.5674406677e-02 	4.9109934602e-02 	6.5242991563e-03 	1.6056399433e-05 	2.0000053940e-03 	1.1101156032e-06 	1.0179703420e-05 	1.5117258171e-04 	2.6505833810e-08 	3.1288237794e-04 	1.0765701319e-05 	3.1988295453e-03 	4.4013967353e-05 	9.9079723499e-04 	1.1673375160e-05 	1.4081558188e-03 	8.7305667418e-07 	1.1889625672e-10 	3.0164735017e-11 	5.1826701721e-12 	1.3553025539e-11 	4.2327245079e-10 	5.9015818586e-09 	1.0306803554e-10 	3.5607432727e-08 	2.3753993351e-11 	4.4274615346e-13 	9.4267751234e-09 	1.8084724921e-11 	1.0461563100e-10 	4.7074042314e-11 	6.3200474610e-12 	1.1985213305e-10 	2.9535522158e-11 	7.1375875529e-01 	1.2644818957e-02 	2.4041726254e-07 	2.0194860823e-05 	4.9009955424e-06 	7.7092615842e-05 	
637 	 1.1008308054e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.6074886130e+03 	2.1106561277e-03 	1.2886273480e-05 	4.8958483972e-05 	1.3130567550e-01 	1.4427165376e-04 	5.8923044354e-02 	2.5164675149e-04 	1.0358298387e-05 	1.5768042460e-10 	1.6523293082e-08 	3.0373148373e-06 	3.1403721950e-07 	1.1049399396e-03 	1.5531654772e-02 	4.9333826964e-02 	6.5810669376e-03 	1.6344899041e-05 	1.9838688387e-03 	1.1381181112e-06 	1.0202740609e-05 	1.4941797801e-04 	2.7890760240e-08 	3.1878103984e-04 	1.1063055972e-05 	3.1897068187e-03 	4.4245622777e-05 	9.7862582683e-04 	1.2071140644e-05 	1.4148422675e-03 	8.9577062613e-07 	1.2734656798e-10 	3.1589997506e-11 	5.4275121401e-12 	1.4019085515e-11 	4.3547539597e-10 	6.1861160675e-09 	1.0514067870e-10 	3.5902895839e-08 	2.4651489379e-11 	4.8427668227e-13 	9.9589577062e-09 	1.9402530283e-11 	1.1057022280e-10 	4.9945298835e-11 	6.7294280112e-12 	1.2712481567e-10 	3.1620661666e-11 	7.1375875466e-01 	1.2644818957e-02 	2.4214536692e-07 	1.9760436538e-05 	4.9679589740e-06 	7.7816607131e-05 	
638 	 1.1008312937e+00 	  3.0517578125e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.6096265036e+03 	2.1179056475e-03 	1.3160906179e-05 	4.9945721414e-05 	1.3098674552e-01 	1.4711451326e-04 	5.9128610383e-02 	2.5131331852e-04 	1.0215939324e-05 	1.6990465143e-10 	1.7400666612e-08 	3.1262736416e-06 	3.2321709752e-07 	1.1148879029e-03 	1.5415405760e-02 	4.9516667955e-02 	6.6276315432e-03 	1.6583681666e-05 	1.9707846279e-03 	1.1614678113e-06 	1.0220587142e-05 	1.4799160110e-04 	2.9070874034e-08 	3.2364340951e-04 	1.1310200988e-05 	3.1819353459e-03 	4.4427542919e-05 	9.6864264594e-04 	1.2404004373e-05 	1.4201772318e-03 	9.1464723963e-07 	1.3467202232e-10 	3.2805153917e-11 	5.6362290296e-12 	1.4411030480e-11 	4.4568639530e-10 	6.4281911584e-09 	1.0685740203e-10 	3.6144136035e-08 	2.5409686249e-11 	5.2097903672e-13 	1.0414404642e-08 	2.0545283706e-11 	1.1566534884e-10 	5.2411092770e-11 	7.0823942492e-12 	1.3337321858e-10 	3.3426889115e-11 	7.1375875413e-01 	1.2644818957e-02 	2.4350478427e-07 	1.9407440906e-05 	5.0227368429e-06 	7.8400875887e-05 	
639 	 1.1008315988e+00 	  3.0517578125e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.6109830622e+03 	2.1224928395e-03 	1.3338030221e-05 	5.0581840645e-05 	1.3078431805e-01 	1.4894691891e-04 	5.9258992044e-02 	2.5109880210e-04 	1.0127003355e-05 	1.7813454720e-10 	1.7980199171e-08 	3.1838967223e-06 	3.2916657646e-07 	1.1211952288e-03 	1.5341797561e-02 	4.9632684339e-02 	6.6572735728e-03 	1.6736690913e-05 	1.9625261833e-03 	1.1765116272e-06 	1.0231454711e-05 	1.4708962758e-04 	2.9843333096e-08 	3.2674949204e-04 	1.1469033392e-05 	3.1768545875e-03 	4.4539518432e-05 	9.6228889956e-04 	1.2619000715e-05 	1.4235029880e-03 	9.2677832777e-07 	1.3952793019e-10 	3.3601018483e-11 	5.7729117395e-12 	1.4665155397e-11 	4.5228213699e-10 	6.5864716653e-09 	1.0795799212e-10 	3.6297178584e-08 	2.5902926758e-11 	5.4565413856e-13 	1.0713476206e-08 	2.1302924470e-11 	1.1901057997e-10 	5.4034349358e-11 	7.3154408298e-12 	1.3748806370e-10 	3.4623531572e-11 	7.1375875379e-01 	1.2644818957e-02 	2.4434252965e-07 	1.9184341320e-05 	5.0575302687e-06 	7.8768227184e-05 	
640 	 1.1008319040e+00 	  3.0517578125e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.6123557277e+03 	2.1271242123e-03 	1.3519549362e-05 	5.1233274590e-05 	1.3057944260e-01 	1.5082394144e-04 	5.9390876870e-02 	2.5087941865e-04 	1.0038097637e-05 	1.8685657168e-10 	1.8585279043e-08 	3.2431470333e-06 	3.3528673370e-07 	1.1275727269e-03 	1.5267438812e-02 	4.9750076599e-02 	6.6873429137e-03 	1.6892706562e-05 	1.9542044259e-03 	1.1919161813e-06 	1.0242086877e-05 	1.4617943424e-04 	3.0644130036e-08 	3.2990866763e-04 	1.1631342752e-05 	3.1715955372e-03 	4.4650045758e-05 	9.5584528051e-04 	1.2839566999e-05 	1.4268207056e-03 	9.3917511279e-07 	1.4461206297e-10 	3.4426554690e-11 	5.9146766528e-12 	1.4926675142e-11 	4.5904968887e-10 	6.7504249145e-09 	1.0908059346e-10 	3.6452008846e-08 	2.6411859820e-11 	5.7177608905e-13 	1.1024297867e-08 	2.2096249970e-11 	1.2248676170e-10 	5.5724676710e-11 	7.5586828008e-12 	1.4177421285e-10 	3.5875855036e-11 	7.1375875343e-01 	1.2644818957e-02 	2.4517017219e-07 	1.8959328535e-05 	5.0927598984e-06 	7.9137184583e-05 	
641 	 1.1008322092e+00 	  3.0517578125e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.6137448738e+03 	2.1318005515e-03 	1.3705622297e-05 	5.1900572628e-05 	1.3037206181e-01 	1.5274719077e-04 	5.9524298934e-02 	2.5065502977e-04 	9.9492226898e-06 	1.9610581007e-10 	1.9217310039e-08 	3.3040864383e-06 	3.4158421886e-07 	1.1340212749e-03 	1.5192314164e-02 	4.9868876598e-02 	6.7178504786e-03 	1.7051821333e-05 	1.9458183676e-03 	1.2076940778e-06 	1.0252470413e-05 	1.4526089073e-04 	3.1474597404e-08 	3.3312220732e-04 	1.1797231307e-05 	3.1661527253e-03 	4.4759017482e-05 	9.4931009757e-04 	1.3065894231e-05 	1.4301291186e-03 	9.5184576398e-07 	1.4993768876e-10 	3.5283260971e-11 	6.0617793645e-12 	1.5195898659e-11 	4.6599546537e-10 	6.9203180856e-09 	1.1022585992e-10 	3.6608664373e-08 	2.6937190770e-11 	5.9944629759e-13 	1.1347457384e-08 	2.2927310042e-11 	1.2610036812e-10 	5.7485544284e-11 	7.8126790812e-12 	1.4624066894e-10 	3.7187061369e-11 	7.1375875307e-01 	1.2644818957e-02 	2.4598686368e-07 	1.8732397102e-05 	5.1284320222e-06 	7.9507680687e-05 	
642 	 1.1008325144e+00 	  3.0517578125e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.6151508874e+03 	2.1365226613e-03 	1.3896415249e-05 	5.2584310420e-05 	1.3016211636e-01 	1.5471835364e-04 	5.9659293453e-02 	2.5042549115e-04 	9.8603789998e-06 	2.0592025747e-10 	1.9877788499e-08 	3.3667797523e-06 	3.4806600841e-07 	1.1405417445e-03 	1.5116407797e-02 	4.9989117280e-02 	6.7488075783e-03 	1.7214131839e-05 	1.9373669916e-03 	1.2238584935e-06 	1.0262591406e-05 	1.4433386345e-04 	3.2336144394e-08 	3.3639141930e-04 	1.1966804979e-05 	3.1605204802e-03 	4.4866320463e-05 	9.4268162352e-04 	1.3298181494e-05 	1.4334268880e-03 	9.6479877331e-07 	1.5551899801e-10 	3.6172730913e-11 	6.2144916095e-12 	1.5473151810e-11 	4.7312619315e-10 	7.0964339852e-09 	1.1139447114e-10 	3.6767183884e-08 	2.7479665785e-11 	6.2877446956e-13 	1.1683578307e-08 	2.3798293819e-11 	1.2985826068e-10 	5.9320637477e-11 	8.0780255247e-12 	1.5089700809e-10 	3.8560572398e-11 	7.1375875269e-01 	1.2644818957e-02 	2.4679170889e-07 	1.8503542384e-05 	5.1645529345e-06 	7.9879642211e-05 	
643 	 1.1008328195e+00 	  3.0517578125e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.6165741686e+03 	2.1412913651e-03 	1.4092102407e-05 	5.3285091500e-05 	1.2994954483e-01 	1.5673919824e-04 	5.9795896843e-02 	2.5019065231e-04 	9.7715670107e-06 	2.1634109418e-10 	2.0568310383e-08 	3.4312949074e-06 	3.5473942500e-07 	1.1471350004e-03 	1.5039703399e-02 	5.0110832723e-02 	6.7802259410e-03 	1.7379738786e-05 	1.9288492516e-03 	1.2404232101e-06 	1.0272435223e-05 	1.4339821546e-04 	3.3230262056e-08 	3.3971765008e-04 	1.2140173521e-05 	3.1546929195e-03 	4.4971835529e-05 	9.3595809454e-04 	1.3536636349e-05 	1.4367125979e-03 	9.7804297080e-07 	1.6137117771e-10 	3.7096660519e-11 	6.3731024848e-12 	1.5758778513e-11 	4.8044892981e-10 	7.2790721417e-09 	1.1258713374e-10 	3.6927607322e-08 	2.8040074767e-11 	6.5987937570e-13 	1.2033322545e-08 	2.4711540596e-11 	1.3376771497e-10 	6.1233873353e-11 	8.3553577823e-12 	1.5575342264e-10 	4.0000047542e-11 	7.1375875230e-01 	1.2644818957e-02 	2.4758376335e-07 	1.8272760619e-05 	5.2011289268e-06 	8.0252989580e-05 	
644 	 1.1008331247e+00 	  3.0517578125e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.6180151313e+03 	2.1461075062e-03 	1.4292866402e-05 	5.4003548964e-05 	1.2973428366e-01 	1.5881157907e-04 	5.9934146770e-02 	2.4995035618e-04 	9.6827871201e-06 	2.2741299060e-10 	2.1290579014e-08 	3.4977031318e-06 	3.6161215807e-07 	1.1538018974e-03 	1.4962184148e-02 	5.0234058187e-02 	6.8121177318e-03 	1.7548747196e-05 	1.9202640700e-03 	1.2574026475e-06 	1.0281986465e-05 	1.4245380631e-04 	3.4158528921e-08 	3.4310228556e-04 	1.2317450676e-05 	3.1486639405e-03 	4.5075437151e-05 	9.2913770971e-04 	1.3781475254e-05 	1.4399847505e-03 	9.9158754088e-07 	1.6751049258e-10 	3.8056856114e-11 	6.5379197798e-12 	1.6053141980e-11 	4.8797108393e-10 	7.4685499897e-09 	1.1380458271e-10 	3.7089975896e-08 	2.8619254465e-11 	6.9288970910e-13 	1.2397393158e-08 	2.5669551669e-11 	1.3783645005e-10 	6.3229417698e-11 	8.6453544198e-12 	1.6082076783e-10 	4.1509403042e-11 	7.1375875190e-01 	1.2644818957e-02 	2.4836203065e-07 	1.8040048986e-05 	5.2381662763e-06 	8.0627636488e-05 	
645 	 1.1008334299e+00 	  3.0517578125e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.6194742042e+03 	2.1509719481e-03 	1.4498898810e-05 	5.4740347283e-05 	1.2951626702e-01 	1.6093744214e-04 	6.0074082207e-02 	2.4970443881e-04 	9.5940396749e-06 	2.3918444503e-10 	2.2046413505e-08 	3.5660791409e-06 	3.6869228599e-07 	1.1605432777e-03 	1.4883832689e-02 	5.0358830170e-02 	6.8444955743e-03 	1.7721266638e-05 	1.9116103367e-03 	1.2748119000e-06 	1.0291228928e-05 	1.4150049197e-04 	3.5122617078e-08 	3.4654675229e-04 	1.2498754340e-05 	3.1424272106e-03 	4.5176993089e-05 	9.2221863049e-04 	1.4032924008e-05 	1.4432417615e-03 	1.0054420395e-06 	1.7395437408e-10 	3.9055242957e-11 	6.7092714246e-12 	1.6356626052e-11 	4.9570043659e-10 	7.6652041517e-09 	1.1504758273e-10 	3.7254332144e-08 	2.9218091851e-11 	7.2794503396e-13 	1.2776537373e-08 	2.6675003262e-11 	1.4207266008e-10 	6.5311703502e-11 	8.9487403164e-12 	1.6611061260e-10 	4.3092832989e-11 	7.1375875148e-01 	1.2644818957e-02 	2.4912545959e-07 	1.7805405676e-05 	5.2756712325e-06 	8.1003489438e-05 	
646 	 1.1008337351e+00 	  3.0517578125e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.6209518313e+03 	2.1558855750e-03 	1.4710400697e-05 	5.5496184249e-05 	1.2929542673e-01 	1.6311883064e-04 	6.0215743495e-02 	2.4945272889e-04 	9.5053249653e-06 	2.5170815824e-10 	2.2837757936e-08 	3.6365013415e-06 	3.7598829969e-07 	1.1673599685e-03 	1.4804631116e-02 	5.0485186464e-02 	6.8773725725e-03 	1.7897411470e-05 	1.9028869077e-03 	1.2926667746e-06 	1.0300145547e-05 	1.4053812464e-04 	3.6124298736e-08 	3.5005251862e-04 	1.2684206728e-05 	3.1359761565e-03 	4.5276364021e-05 	9.1519898027e-04 	1.4291218227e-05 	1.4464819549e-03 	1.0196164124e-06 	1.8072151776e-10 	4.0093874636e-11 	6.8875070696e-12 	1.6669636645e-11 	5.0364516446e-10 	7.8693918272e-09 	1.1631692973e-10 	3.7420719984e-08 	2.9837527797e-11 	7.6519683690e-13 	1.3171549860e-08 	2.7730760629e-11 	1.4648504864e-10 	6.7485451030e-11 	9.2662903726e-12 	1.7163529482e-10 	4.4754832305e-11 	7.1375875105e-01 	1.2644818957e-02 	2.4987294110e-07 	1.7568829968e-05 	5.3136500017e-06 	8.1380447234e-05 	
647 	 1.1008340402e+00 	  3.0517578125e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.6224484724e+03 	2.1608492923e-03 	1.4927583198e-05 	5.6271793068e-05 	1.2907169210e-01 	1.6535789095e-04 	6.0359172402e-02 	2.4919504739e-04 	9.4166432192e-06 	2.6504144934e-10 	2.3666691375e-08 	3.7090520492e-06 	3.8350912803e-07 	1.1742527789e-03 	1.4724560942e-02 	5.0613166212e-02 	6.9107623350e-03 	1.8077301109e-05 	1.8940926030e-03 	1.3109838321e-06 	1.0308718353e-05 	1.3956655270e-04 	3.7165453319e-08 	3.5362109594e-04 	1.2873934551e-05 	3.1293039538e-03 	4.5373403145e-05 	9.0807684394e-04 	1.4556603835e-05 	1.4497035574e-03 	1.0341210141e-06 	1.8783199006e-10 	4.1174943330e-11 	7.0729998084e-12 	1.6992603314e-11 	5.1181386460e-10 	8.0814922984e-09 	1.1761345241e-10 	3.7589184775e-08 	3.0478561049e-11 	8.0480969282e-13 	1.3583276286e-08 	2.8839893455e-11 	1.5108286579e-10 	6.9755689604e-11 	9.5988335586e-12 	1.7740798156e-10 	4.6500221914e-11 	7.1375875061e-01 	1.2644818957e-02 	2.5060330502e-07 	1.7330322307e-05 	5.3521087306e-06 	8.1758400450e-05 	
648 	 1.1008343454e+00 	  3.0517578125e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.6239646042e+03 	2.1658640270e-03 	1.5150668146e-05 	5.7067944609e-05 	1.2884498985e-01 	1.6765687911e-04 	6.0504412198e-02 	2.4893120706e-04 	9.3279945967e-06 	2.7924671796e-10 	2.4535438810e-08 	3.7838177213e-06 	3.9126416488e-07 	1.1812224959e-03 	1.4643603079e-02 	5.0742809978e-02 	6.9446789997e-03 	1.8261060309e-05 	1.8852262054e-03 	1.3297804303e-06 	1.0316928415e-05 	1.3858562049e-04 	3.8248075146e-08 	3.5725403984e-04 	1.3068069199e-05 	3.1224035153e-03 	4.5467955753e-05 	9.0085026753e-04 	1.4829337594e-05 	1.4529046923e-03 	1.0489666283e-06 	1.9530734536e-10 	4.2300791022e-11 	7.2661480604e-12 	1.7325980950e-11 	5.2021558110e-10 	8.3019085651e-09 	1.1893801393e-10 	3.7759773382e-08 	3.1142252565e-11 	8.4696255949e-13 	1.4012617179e-08 	3.0005692685e-11 	1.5587594834e-10 	7.2127781304e-11 	9.9472573401e-12 	1.8344273463e-10 	4.8334176317e-11 	7.1375875015e-01 	1.2644818957e-02 	2.5131531671e-07 	1.7089884392e-05 	5.3910534873e-06 	8.2137230853e-05 	
649 	 1.1008346506e+00 	  3.0517578125e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.6255007209e+03 	2.1709307284e-03 	1.5379888738e-05 	5.7885449822e-05 	1.2861524398e-01 	1.7001816778e-04 	6.0651507715e-02 	2.4866101195e-04 	9.2393791832e-06 	2.9439195849e-10 	2.5446383093e-08 	3.8608892049e-06 	3.9926329825e-07 	1.1882698812e-03 	1.4561737811e-02 	5.0874159807e-02 	6.9791372609e-03 	1.8448819456e-05 	1.8762864585e-03 	1.3490747713e-06 	1.0324755782e-05 	1.3759516821e-04 	3.9374281734e-08 	3.6095295141e-04 	1.3266746926e-05 	3.1152674791e-03 	4.5559858791e-05 	8.9351725791e-04 	1.5109687653e-05 	1.4560833734e-03 	1.0641644893e-06 	2.0317075445e-10 	4.3473921770e-11 	7.4673776289e-12 	1.7670251623e-11 	5.2885983372e-10 	8.5310691204e-09 	1.2029151368e-10 	3.7932534239e-08 	3.1829730216e-11 	8.9185021660e-13 	1.4460532129e-08 	3.1231688922e-11 	1.6087476339e-10 	7.4607446728e-11 	1.0312512520e-11 	1.8975458230e-10 	5.0262253837e-11 	7.1375874968e-01 	1.2644818957e-02 	2.5200767342e-07 	1.6847519267e-05 	5.4304902408e-06 	8.2516810781e-05 	
650 	 1.1008349558e+00 	  3.0517578125e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.6270573351e+03 	2.1760503680e-03 	1.5615490257e-05 	5.8725162352e-05 	1.2838237564e-01 	1.7244425375e-04 	6.0800505431e-02 	2.4838425687e-04 	9.1507969825e-06 	3.1055133296e-10 	2.6402078005e-08 	3.9403620029e-06 	4.0751694147e-07 	1.1953956664e-03 	1.4478944769e-02 	5.1007259300e-02 	7.0141523974e-03 	1.8640714894e-05 	1.8672720645e-03 	1.3688859505e-06 	1.0332179419e-05 	1.3659503173e-04 	4.0546322812e-08 	3.6471947840e-04 	1.3470109053e-05 	3.1078881957e-03 	4.5648940374e-05 	8.8607578254e-04 	1.5397934139e-05 	1.4592374980e-03 	1.0797263045e-06 	2.1144714572e-10 	4.4697015145e-11 	7.6771439534e-12 	1.8025926576e-11 	5.3775664873e-10 	8.7694298818e-09 	1.2167488915e-10 	3.8107517425e-08 	3.2542193918e-11 	9.3968486729e-13 	1.4928044357e-08 	3.2521672548e-11 	1.6609045563e-10 	7.7200793060e-11 	1.0695618542e-11 	1.9635959752e-10 	5.2290429833e-11 	7.1375874918e-01 	1.2644818957e-02 	2.5267900047e-07 	1.6603231416e-05 	5.4704248380e-06 	8.2897002484e-05 	
651 	 1.1008352609e+00 	  3.0517578125e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.6286349785e+03 	2.1812239407e-03 	1.5857730850e-05 	5.9587981347e-05 	1.2814630296e-01 	1.7493776600e-04 	6.0951453546e-02 	2.4810072682e-04 	9.0622479092e-06 	3.2780580989e-10 	2.7405262552e-08 	4.0223365579e-06 	4.1603606672e-07 	1.2026005487e-03 	1.4395202897e-02 	5.1142153686e-02 	7.0497403027e-03 	1.8836889261e-05 	1.8581816824e-03 	1.3892340102e-06 	1.0339177144e-05 	1.3558504248e-04 	4.1766590077e-08 	3.6855531649e-04 	1.3678302163e-05 	3.1002577148e-03 	4.5735019290e-05 	8.7852376933e-04 	1.5694369774e-05 	1.4623648400e-03 	1.0956642784e-06 	2.2016336044e-10 	4.5972940970e-11 	7.8959345775e-12 	1.8393548409e-11 	5.4691659213e-10 	9.0174762927e-09 	1.2308911790e-10 	3.8284774731e-08 	3.3280921216e-11 	9.9069792258e-13 	1.5416245696e-08 	3.3879715776e-11 	1.7153489875e-10 	7.9914344649e-11 	1.1097669300e-11 	2.0327498346e-10 	5.4425133200e-11 	7.1375874867e-01 	1.2644818957e-02 	2.5332784724e-07 	1.6357026869e-05 	5.5108629777e-06 	8.3277657405e-05 	
